Vertex 1,Vertex 2,Bond Strength
Lieberman,Martinez,0.51
Lieberman,McCain,0.533
Lieberman,McCaskill,0.752
Lieberman,McConnell,0.479
Lieberman,Menendez,0.884
Lieberman,Mikulski,0.855
Lieberman,Murkowski,0.579
Lieberman,Murray,0.864
Lieberman,Nelson (NE),0.731
Lieberman,Obama,0.876
Lieberman,Reed,0.88
Lieberman,Reid,0.855
Lieberman,Roberts,0.481
Lieberman,Rockefeller,0.806
Lieberman,Salazar,0.872
Lieberman,Sanders,0.822
Lieberman,Schumer,0.864
Lieberman,Sessions,0.435
Lieberman,Shelby,0.483
Lieberman,Smith,0.583
Lieberman,Snowe,0.723
Lieberman,Specter,0.686
Lieberman,Stabenow,0.826
Lieberman,Stevens,0.584
Lieberman,Sununu,0.471
Lieberman,Tester,0.76
Lieberman,Thune,0.496
Lieberman,Vitter,0.387
Lieberman,Voinovich,0.608
Lieberman,Warner,0.554
Lieberman,Webb,0.814
Lieberman,Whitehouse,0.88
Lieberman,Wyden,0.868
Lincoln,Lott,0.471
Lincoln,Lugar,0.627
Lincoln,Martinez,0.469
Lincoln,McCain,0.492
Lincoln,McCaskill,0.813
Lincoln,McConnell,0.481
Lincoln,Menendez,0.876
Lincoln,Mikulski,0.896
Lincoln,Murkowski,0.6
Lincoln,Murray,0.88
Lincoln,Nelson (FL),0.876
Lincoln,Nelson (NE),0.846
Lincoln,Obama,0.871
Lincoln,Pryor,0.905
Lincoln,Reed,0.88
Lincoln,Reid,0.863
Lincoln,Roberts,0.481
Lincoln,Rockefeller,0.871
Lincoln,Salazar,0.921
Lincoln,Schumer,0.86
Lincoln,Sessions,0.456
Lincoln,Shelby,0.49
Lincoln,Smith,0.639
Lincoln,Snowe,0.739
Lincoln,Specter,0.676
Lincoln,Stabenow,0.859
Lincoln,Stevens,0.593
Lincoln,Sununu,0.477
Lincoln,Tester,0.876
Lincoln,Thune,0.506
Lincoln,Vitter,0.422
Lincoln,Voinovich,0.603
Lincoln,Warner,0.552
Lincoln,Webb,0.855
Lincoln,Whitehouse,0.884
Lincoln,Wyden,0.9
Lott,Lugar,0.767
Lott,Martinez,0.808
Lott,McCaskill,0.471
Lott,McConnell,0.875
Lott,Menendez,0.408
Lott,Mikulski,0.429
Lott,Murkowski,0.796
Lott,Murray,0.421
Lott,Nelson (NE),0.558
Lott,Obama,0.359
Lott,Pryor,0.546
Lott,Reed,0.438
Lott,Reid,0.463
Lott,Roberts,0.834
Lott,Rockefeller,0.44
Lott,Salazar,0.496
Lott,Sanders,0.417
Lott,Schumer,0.417
Lott,Sessions,0.819
Lott,Shelby,0.833
Lott,Smith,0.7
Lott,Snowe,0.638
Lott,Specter,0.688
Lott,Stabenow,0.433
Lott,Stevens,0.805
Lott,Sununu,0.779
Lott,Tester,0.458
Lott,Thune,0.825
Lott,Vitter,0.8
Lott,Voinovich,0.692
Lott,Warner,0.796
Lott,Webb,0.446
Lott,Whitehouse,0.429
Lott,Wyden,0.433
Lugar,Martinez,0.805
Lugar,McCain,0.842
Lugar,McCaskill,0.531
Lugar,McConnell,0.767
Lugar,Menendez,0.553
Lugar,Mikulski,0.574
Lugar,Murkowski,0.829
Lugar,Murray,0.561
Lugar,Nelson (FL),0.585
Lugar,Nelson (NE),0.623
Lugar,Obama,0.544
Lugar,Pryor,0.604
Lugar,Reed,0.572
Lugar,Reid,0.588
Lugar,Roberts,0.762
Lugar,Rockefeller,0.556
Lugar,Salazar,0.637
Lugar,Sanders,0.531
Lugar,Schumer,0.553
Lugar,Sessions,0.73
Lugar,Shelby,0.725
Lugar,Smith,0.72
Lugar,Snowe,0.702
Lugar,Specter,0.806
Lugar,Stabenow,0.547
Lugar,Stevens,0.81
Lugar,Sununu,0.736
Lugar,Tester,0.564
Lugar,Thune,0.782
Lugar,Vitter,0.671
Lugar,Voinovich,0.738
Lugar,Warner,0.831
Lugar,Webb,0.563
Lugar,Whitehouse,0.566
Lugar,Wyden,0.578
Martinez,McCain,0.925
Martinez,McCaskill,0.485
Martinez,McConnell,0.851
Martinez,Menendez,0.456
Martinez,Mikulski,0.469
Martinez,Murkowski,0.771
Martinez,Murray,0.473
Martinez,Nelson (FL),0.473
Martinez,Nelson (NE),0.519
Martinez,Obama,0.442
Martinez,Pryor,0.485
Martinez,Reed,0.44
Martinez,Reid,0.461
Martinez,Roberts,0.8
Martinez,Rockefeller,0.418
Martinez,Salazar,0.51
Martinez,Sanders,0.407
Martinez,Schumer,0.447
Martinez,Sessions,0.797
Martinez,Shelby,0.793
Martinez,Smith,0.689
Martinez,Snowe,0.643
Martinez,Specter,0.739
Martinez,Stabenow,0.44
Martinez,Stevens,0.775
Martinez,Sununu,0.747
Martinez,Tester,0.448
Martinez,Thune,0.822
Martinez,Vitter,0.782
Martinez,Voinovich,0.759
Martinez,Warner,0.834
Martinez,Webb,0.469
Martinez,Whitehouse,0.436
Martinez,Wyden,0.456
McCain,McCaskill,0.508
McCain,McConnell,0.858
McCain,Menendez,0.483
McCain,Mikulski,0.5
McCain,Murkowski,0.808
McCain,Murray,0.483
McCain,Nelson (FL),0.492
McCain,Nelson (NE),0.517
McCain,Obama,0.483
McCain,Pryor,0.508
McCain,Reed,0.467
McCain,Reid,0.475
McCain,Roberts,0.808
McCain,Rockefeller,0.433
McCain,Salazar,0.5
McCain,Sanders,0.417
McCain,Schumer,0.425
McCain,Sessions,0.783
McCain,Shelby,0.783
McCain,Smith,0.725
McCain,Snowe,0.683
McCain,Specter,0.783
McCain,Stabenow,0.467
McCain,Sununu,0.808
McCain,Tester,0.433
McCain,Thune,0.825
McCain,Vitter,0.767
McCain,Voinovich,0.75
McCain,Warner,0.85
McCain,Webb,0.475
McCain,Whitehouse,0.475
McCain,Wyden,0.467
McCaskill,McConnell,0.502
McCaskill,Menendez,0.82
McCaskill,Mikulski,0.807
McCaskill,Murkowski,0.554
McCaskill,Murray,0.832
McCaskill,Nelson (FL),0.822
McCaskill,Nelson (NE),0.791
McCaskill,Obama,0.834
McCaskill,Pryor,0.837
McCaskill,Reed,0.823
McCaskill,Reid,0.82
McCaskill,Roberts,0.494
McCaskill,Rockefeller,0.879
McCaskill,Salazar,0.796
McCaskill,Sanders,0.811
McCaskill,Schumer,0.821
McCaskill,Sessions,0.519
McCaskill,Shelby,0.529
McCaskill,Smith,0.621
McCaskill,Snowe,0.69
McCaskill,Specter,0.624
McCaskill,Stabenow,0.881
McCaskill,Stevens,0.532
McCaskill,Sununu,0.537
McCaskill,Tester,0.852
McCaskill,Thune,0.556
McCaskill,Vitter,0.529
McCaskill,Voinovich,0.603
McCaskill,Warner,0.533
McCaskill,Webb,0.869
McCaskill,Whitehouse,0.82
McCaskill,Wyden,0.803
McConnell,Menendez,0.41
McConnell,Mikulski,0.43
McConnell,Murkowski,0.842
McConnell,Murray,0.434
McConnell,Nelson (FL),0.432
McConnell,Obama,0.392
McConnell,Pryor,0.559
McConnell,Reed,0.42
McConnell,Reid,0.453
McConnell,Roberts,0.894
McConnell,Rockefeller,0.47
McConnell,Salazar,0.486
McConnell,Sanders,0.412
McConnell,Schumer,0.413
McConnell,Sessions,0.865
McConnell,Shelby,0.857
McConnell,Smith,0.7
McConnell,Snowe,0.633
McConnell,Specter,0.702
McConnell,Stabenow,0.436
McConnell,Stevens,0.844
McConnell,Sununu,0.806
McConnell,Tester,0.494
McConnell,Thune,0.877
McConnell,Vitter,0.844
McConnell,Voinovich,0.764
McConnell,Warner,0.826
McConnell,Webb,0.453
McConnell,Whitehouse,0.418
McConnell,Wyden,0.434
Menendez,Mikulski,0.943
Menendez,Murkowski,0.521
Menendez,Murray,0.959
Menendez,Nelson (FL),0.917
Menendez,Nelson (NE),0.758
Menendez,Obama,0.959
Menendez,Pryor,0.811
Menendez,Reed,0.955
Menendez,Reid,0.918
Menendez,Roberts,0.4
Menendez,Rockefeller,0.871
Menendez,Salazar,0.893
Menendez,Sanders,0.905
Menendez,Schumer,0.966
Menendez,Sessions,0.392
Menendez,Shelby,0.439
Menendez,Smith,0.601
Menendez,Snowe,0.713
Menendez,Specter,0.661
Menendez,Stabenow,0.909
Menendez,Stevens,0.519
Menendez,Sununu,0.434
Menendez,Tester,0.811
Menendez,Thune,0.436
Menendez,Vitter,0.369
Menendez,Voinovich,0.57
Menendez,Warner,0.521
Menendez,Webb,0.877
Menendez,Whitehouse,0.959
Menendez,Wyden,0.93
Mikulski,Murkowski,0.542
Mikulski,Murray,0.947
Mikulski,Nelson (FL),0.929
Mikulski,Nelson (NE),0.787
Mikulski,Obama,0.94
Mikulski,Pryor,0.84
Mikulski,Reed,0.934
Mikulski,Reid,0.906
Mikulski,Roberts,0.43
Mikulski,Rockefeller,0.866
Mikulski,Salazar,0.906
Mikulski,Sanders,0.901
Mikulski,Schumer,0.957
Mikulski,Sessions,0.422
Mikulski,Shelby,0.459
Mikulski,Smith,0.63
Mikulski,Snowe,0.734
Mikulski,Specter,0.674
Mikulski,Stabenow,0.914
Mikulski,Stevens,0.554
Mikulski,Sununu,0.455
Mikulski,Tester,0.84
Mikulski,Thune,0.465
Mikulski,Vitter,0.418
Mikulski,Voinovich,0.591
Mikulski,Warner,0.533
Mikulski,Webb,0.873
Mikulski,Whitehouse,0.926
Mikulski,Wyden,0.951
Murkowski,Murray,0.546
Murkowski,Nelson (FL),0.542
Murkowski,Nelson (NE),0.658
Murkowski,Obama,0.498
Murkowski,Reed,0.533
Murkowski,Reid,0.567
Murkowski,Roberts,0.821
Murkowski,Rockefeller,0.552
Murkowski,Salazar,0.608
Murkowski,Sanders,0.529
Murkowski,Schumer,0.519
Murkowski,Sessions,0.776
Murkowski,Shelby,0.808
Murkowski,Smith,0.746
Murkowski,Snowe,0.729
Murkowski,Specter,0.779
Murkowski,Stabenow,0.521
Murkowski,Stevens,0.913
Murkowski,Sununu,0.758
Murkowski,Tester,0.592
Murkowski,Thune,0.804
Murkowski,Vitter,0.738
Murkowski,Voinovich,0.755
Murkowski,Warner,0.85
Murkowski,Webb,0.563
Murkowski,Whitehouse,0.529
Murkowski,Wyden,0.538
Murray,Nelson (FL),0.913
Murray,Nelson (NE),0.795
Murray,Obama,0.945
Murray,Pryor,0.816
Murray,Reed,0.942
Murray,Reid,0.922
Murray,Roberts,0.421
Murray,Salazar,0.906
Murray,Sanders,0.909
Murray,Schumer,0.962
Murray,Sessions,0.426
Murray,Shelby,0.463
Murray,Smith,0.626
Murray,Snowe,0.709
Murray,Specter,0.669
Murray,Stabenow,0.914
Murray,Stevens,0.541
Murray,Sununu,0.459
Murray,Tester,0.831
Murray,Thune,0.465
Murray,Vitter,0.4
Murray,Voinovich,0.586
Murray,Warner,0.537
Murray,Webb,0.881
Murray,Whitehouse,0.943
Murray,Wyden,0.934
Nelson (FL),Nelson (NE),0.784
Nelson (FL),Obama,0.926
Nelson (FL),Pryor,0.822
Nelson (FL),Reed,0.909
Nelson (FL),Reid,0.892
Nelson (FL),Roberts,0.43
Nelson (FL),Rockefeller,0.841
Nelson (FL),Salazar,0.905
Nelson (FL),Sanders,0.867
Nelson (FL),Schumer,0.919
Nelson (FL),Sessions,0.422
Nelson (FL),Shelby,0.469
Nelson (FL),Smith,0.639
Nelson (FL),Snowe,0.747
Nelson (FL),Specter,0.664
Nelson (FL),Stabenow,0.892
Nelson (FL),Stevens,0.541
Nelson (FL),Sununu,0.456
Nelson (FL),Tester,0.859
Nelson (FL),Thune,0.485
Nelson (FL),Vitter,0.409
Nelson (FL),Voinovich,0.57
Nelson (FL),Warner,0.539
Nelson (FL),Webb,0.896
Nelson (FL),Whitehouse,0.905
Nelson (FL),Wyden,0.934
Nelson (NE),Obama,0.756
Nelson (NE),Pryor,0.852
Nelson (NE),Reed,0.79
Nelson (NE),Reid,0.77
Nelson (NE),Roberts,0.587
Nelson (NE),Rockefeller,0.828
Nelson (NE),Salazar,0.836
Nelson (NE),Sanders,0.753
Nelson (NE),Schumer,0.774
Nelson (NE),Sessions,0.578
Nelson (NE),Smith,0.704
Nelson (NE),Snowe,0.734
Nelson (NE),Specter,0.678
Nelson (NE),Stabenow,0.786
Nelson (NE),Stevens,0.641
Nelson (NE),Sununu,0.595
Nelson (NE),Tester,0.831
Nelson (NE),Thune,0.63
Nelson (NE),Vitter,0.551
Nelson (NE),Voinovich,0.616
Nelson (NE),Warner,0.616
Nelson (NE),Webb,0.795
Nelson (NE),Whitehouse,0.783
Nelson (NE),Wyden,0.799
Obama,Pryor,0.797
Obama,Reed,0.935
Obama,Reid,0.917
Obama,Roberts,0.387
Obama,Rockefeller,0.816
Obama,Salazar,0.876
Obama,Sanders,0.889
Obama,Schumer,0.917
Obama,Sessions,0.387
Obama,Shelby,0.442
Obama,Smith,0.581
Obama,Snowe,0.705
Obama,Specter,0.645
Obama,Stabenow,0.917
Obama,Stevens,0.461
Obama,Sununu,0.419
Obama,Tester,0.839
Obama,Thune,0.447
Obama,Vitter,0.382
Obama,Voinovich,0.53
Obama,Warner,0.512
Obama,Webb,0.894
Obama,Whitehouse,0.94
Obama,Wyden,0.931
Pryor,Reed,0.84
Pryor,Reid,0.82
Pryor,Roberts,0.553
Pryor,Rockefeller,0.866
Pryor,Salazar,0.869
Pryor,Sanders,0.831
Pryor,Sessions,0.54
Pryor,Shelby,0.574
Pryor,Smith,0.663
Pryor,Snowe,0.755
Pryor,Specter,0.674
Pryor,Stabenow,0.856
Pryor,Stevens,0.641
Pryor,Sununu,0.537
Pryor,Tester,0.885
Pryor,Thune,0.564
Pryor,Vitter,0.511
Pryor,Voinovich,0.633
Pryor,Warner,0.566
Pryor,Webb,0.837
Pryor,Whitehouse,0.836
Pryor,Wyden,0.836
Reed,Reid,0.93
Reed,Roberts,0.417
Reed,Rockefeller,0.884
Reed,Salazar,0.909
Reed,Sanders,0.922
Reed,Schumer,0.949
Reed,Sessions,0.422
Reed,Shelby,0.469
Reed,Smith,0.601
Reed,Snowe,0.728
Reed,Specter,0.649
Reed,Stabenow,0.901
Reed,Stevens,0.537
Reed,Sununu,0.45
Reed,Tester,0.835
Reed,Thune,0.457
Reed,Vitter,0.391
Reed,Voinovich,0.549
Reed,Warner,0.5
Reed,Webb,0.881
Reed,Whitehouse,0.979
Reed,Wyden,0.942
Reid,Roberts,0.443
Reid,Rockefeller,0.884
Reid,Salazar,0.886
Reid,Sanders,0.909
Reid,Schumer,0.928
Reid,Sessions,0.435
Reid,Smith,0.613
Reid,Snowe,0.698
Reid,Specter,0.674
Reid,Stabenow,0.905
Reid,Stevens,0.563
Reid,Sununu,0.463
Reid,Tester,0.835
Reid,Thune,0.49
Reid,Vitter,0.427
Reid,Voinovich,0.599
Reid,Warner,0.541
Reid,Webb,0.878
Reid,Whitehouse,0.934
Reid,Wyden,0.91
Roberts,Rockefeller,0.457
Roberts,Salazar,0.485
Roberts,Sanders,0.43
Roberts,Schumer,0.387
Roberts,Sessions,0.847
Roberts,Shelby,0.868
Roberts,Smith,0.74
Roberts,Snowe,0.664
Roberts,Specter,0.702
Roberts,Stabenow,0.443
Roberts,Stevens,0.788
Roberts,Sununu,0.796
Roberts,Tester,0.519
Roberts,Thune,0.872
Roberts,Vitter,0.836
Roberts,Voinovich,0.723
Roberts,Warner,0.83
Roberts,Webb,0.434
Roberts,Whitehouse,0.417
Roberts,Wyden,0.443
Rockefeller,Salazar,0.862
Rockefeller,Sanders,0.888
Rockefeller,Schumer,0.841
Rockefeller,Sessions,0.461
Rockefeller,Shelby,0.491
Rockefeller,Smith,0.638
Rockefeller,Snowe,0.69
Rockefeller,Specter,0.629
Rockefeller,Stabenow,0.905
Rockefeller,Stevens,0.541
Rockefeller,Sununu,0.504
Rockefeller,Thune,0.513
Rockefeller,Vitter,0.436
Rockefeller,Voinovich,0.547
Rockefeller,Warner,0.504
Rockefeller,Webb,0.884
Rockefeller,Whitehouse,0.879
Rockefeller,Wyden,0.862
Salazar,Sanders,0.86
Salazar,Schumer,0.898
Salazar,Sessions,0.447
Salazar,Shelby,0.475
Salazar,Smith,0.663
Salazar,Snowe,0.739
Salazar,Specter,0.715
Salazar,Stabenow,0.872
Salazar,Stevens,0.606
Salazar,Sununu,0.471
Salazar,Tester,0.84
Salazar,Thune,0.506
Salazar,Vitter,0.404
Salazar,Voinovich,0.624
Salazar,Warner,0.566
Salazar,Webb,0.861
Salazar,Whitehouse,0.91
Sanders,Schumer,0.911
Sanders,Sessions,0.435
Sanders,Shelby,0.473
Sanders,Smith,0.601
Sanders,Snowe,0.7
Sanders,Specter,0.612
Sanders,Stabenow,0.897
Sanders,Stevens,0.524
Sanders,Sununu,0.459
Sanders,Tester,0.86
Sanders,Thune,0.469
Sanders,Vitter,0.422
Sanders,Voinovich,0.54
Sanders,Warner,0.479
Sanders,Webb,0.885
Sanders,Whitehouse,0.93
Sanders,Wyden,0.905
Schumer,Sessions,0.396
Schumer,Shelby,0.455
Schumer,Smith,0.613
Schumer,Snowe,0.711
Schumer,Specter,0.647
Schumer,Stabenow,0.915
Schumer,Stevens,0.511
Schumer,Sununu,0.443
Schumer,Tester,0.821
Schumer,Thune,0.455
Schumer,Vitter,0.382
Schumer,Voinovich,0.553
Schumer,Warner,0.519
Schumer,Webb,0.894
Schumer,Whitehouse,0.945
Schumer,Wyden,0.936
Sessions,Shelby,0.903
Sessions,Smith,0.705
Sessions,Snowe,0.658
Sessions,Specter,0.646
Sessions,Stabenow,0.43
Sessions,Stevens,0.753
Sessions,Sununu,0.827
Sessions,Thune,0.89
Sessions,Vitter,0.844
Sessions,Voinovich,0.692
Sessions,Warner,0.764
Sessions,Webb,0.46
Sessions,Whitehouse,0.409
Sessions,Wyden,0.439
Shelby,Smith,0.687
Shelby,Snowe,0.656
Shelby,Specter,0.682
Shelby,Stabenow,0.469
Shelby,Stevens,0.788
Shelby,Sununu,0.818
Shelby,Tester,0.543
Shelby,Thune,0.881
Shelby,Vitter,0.853
Shelby,Voinovich,0.7
Shelby,Warner,0.781
Shelby,Webb,0.484
Shelby,Whitehouse,0.451
Shelby,Wyden,0.471
Smith,Snowe,0.745
Smith,Specter,0.773
Smith,Stabenow,0.617
Smith,Stevens,0.758
Smith,Sununu,0.698
Smith,Tester,0.671
Smith,Thune,0.749
Smith,Vitter,0.662
Smith,Voinovich,0.662
Smith,Warner,0.752
Smith,Webb,0.613
Smith,Whitehouse,0.609
Smith,Wyden,0.634
Snowe,Specter,0.727
Snowe,Stabenow,0.708
Snowe,Stevens,0.727
Snowe,Sununu,0.653
Snowe,Tester,0.741
Snowe,Thune,0.671
Snowe,Vitter,0.613
Snowe,Voinovich,0.696
Snowe,Warner,0.715
Snowe,Webb,0.714
Snowe,Whitehouse,0.717
Snowe,Wyden,0.746
Specter,Stabenow,0.624
Specter,Stevens,0.784
Specter,Sununu,0.653
Specter,Tester,0.628
Specter,Thune,0.711
Specter,Vitter,0.618
Specter,Voinovich,0.696
Specter,Warner,0.798
Specter,Webb,0.649
Specter,Whitehouse,0.653
Specter,Wyden,0.653
Stabenow,Sununu,0.442
Stabenow,Tester,0.856
Stabenow,Thune,0.461
Stabenow,Vitter,0.444
Stabenow,Voinovich,0.591
Stabenow,Warner,0.496
Stabenow,Webb,0.889
Stabenow,Whitehouse,0.909
Stabenow,Wyden,0.909
Stevens,Sununu,0.727
Stevens,Tester,0.584
Stevens,Thune,0.788
Stevens,Vitter,0.676
Stevens,Voinovich,0.727
Stevens,Warner,0.848
Stevens,Webb,0.554
Stevens,Whitehouse,0.532
Stevens,Wyden,0.558
Sununu,Tester,0.525
Sununu,Thune,0.831
Sununu,Vitter,0.791
Sununu,Voinovich,0.671
Sununu,Warner,0.769
Sununu,Webb,0.488
Sununu,Whitehouse,0.43
Sununu,Wyden,0.442
Tester,Thune,0.564
Tester,Vitter,0.511
Tester,Voinovich,0.553
Tester,Warner,0.537
Tester,Webb,0.872
Tester,Whitehouse,0.831
Tester,Wyden,0.856
Thune,Vitter,0.871
Thune,Voinovich,0.717
Thune,Warner,0.789
Thune,Webb,0.498
Thune,Whitehouse,0.453
Thune,Wyden,0.477
Vitter,Voinovich,0.658
Vitter,Warner,0.742
Vitter,Webb,0.467
Vitter,Whitehouse,0.378
Vitter,Wyden,0.391
Voinovich,Warner,0.768
Voinovich,Webb,0.591
Voinovich,Wyden,0.582
Warner,Webb,0.55
Warner,Wyden,0.521
Webb,Whitehouse,0.873
Webb,Wyden,0.869
Whitehouse,Wyden,0.947
Zechman,Zeus,0.889
